Key_Field,Source_Key,Policy_Date,Policy_Year,Policy_Month,Policy_Quarter,Domicile_Country,PolicyHolder_name,Country_Origin,Product_Descr,Branch,Country_Office,Broker,Filter1,Filter2,Filter3,Filter4,Filter5,Filter6,Industry,LOB,Big_Policy_Ind,Source,Cross_Product,SUB_LOB1,SUB_LOB2,PremiumAmount,LossAmount,Loss_Cnt,Loss_Cntgt0,Loss_Cntgt1000,LossRatio,Linkage1,Linkage2,Linkage3
7160,Name635Source2,4/9/2020,2020,4,Q2,SGP,Name635,SGP,PRODUCT5728,BRANCH2,GB,BROKER10,No,B,Yes,No,No,No,Industry32,LOB2,No,Source2,P6,,,56000,800,1,1,0,0.014285714,1,0,1
7161,Name636Source3,4/10/2020,2020,4,Q2,MEX,Name636,MEX,,BRANCH3,SGP,BROKER11,No,B,No,Yes,Yes,No,Industry33,LOB3,No,Source3,P7,,,56100,900,1,1,0,0.016042781,1,0,1
7162,Name637Source1,4/11/2020,2020,4,Q2,CAN,Name637,CAN,PRODUCT5729,BRANCH1,USA,BROKER12,Yes,A,Yes,No,Yes,No,Industry34,LOB4,Yes,Source1,P1,L512,,56200,1200,5,1,1,0.021352313,1,0,1
7163,Name638Source2,4/12/2020,2020,4,Q2,FRA,Name638,FRA,PRODUCT5730,BRANCH2,GB,BROKER13,No,B,Yes,No,Yes,No,Industry35,LOB5,No,Source2,P2,,L513,56300,40000,10,1,1,0.710479574,1,0,1
7164,Name639Source3,4/13/2020,2020,4,Q2,USA,Name639,USA,PRODUCT5731,BRANCH3,SGP,BROKER14,No,B,No,No,No,Yes,Industry36,LOB6,No,Source3,P3,,,56400,0,0,0,0,0,1,0,1
7165,Name640Source1,4/14/2020,2020,4,Q2,GB,Name640,GB,PRODUCT5732,BRANCH1,USA,BROKER15,Yes,A,Yes,No,Yes,No,Industry37,LOB1,Yes,Source1,P4,,,56500,0,0,0,0,0,1,0,1
7166,Name641Source2,4/15/2020,2020,4,Q2,CHN,Name641,CHN,,BRANCH2,GB,BROKER16,No,B,Yes,Yes,Yes,No,Industry38,LOB2,No,Source2,P5,,,56600,0,0,0,0,0,1,0,1
7167,Name642Source3,4/16/2020,2020,4,Q2,IRE,Name642,IRE,PRODUCT5733,BRANCH3,SGP,BROKER17,No,B,No,No,Yes,No,Industry39,LOB3,No,Source3,P6,,,56700,0,0,0,0,0,1,0,1
7168,Name643Source1,4/17/2020,2020,4,Q2,SPN,Name643,SPN,PRODUCT5734,BRANCH1,USA,BROKER18,Yes,A,Yes,No,No,No,Industry40,LOB4,Yes,Source1,P7,,,56800,0,0,0,0,0,1,0,1
7169,Name644Source2,4/18/2020,2020,4,Q2,ITA,Name644,ITA,PRODUCT5735,BRANCH2,GB,BROKER19,No,B,Yes,No,Yes,No,Industry41,LOB5,No,Source2,P1,L513,,56900,0,0,0,0,0,1,0,1
7170,Name645Source3,4/19/2020,2020,4,Q2,GER,Name645,GER,PRODUCT5736,BRANCH3,SGP,BROKER20,No,B,No,No,Yes,Yes,Industry42,LOB6,No,Source3,P2,,L514,57000,0,0,0,0,0,1,0,1
7171,Name646Source1,4/20/2020,2020,4,Q2,AUS,Name646,AUS,,BRANCH1,USA,BROKER21,Yes,A,Yes,Yes,Yes,No,Industry43,LOB1,Yes,Source1,P3,,,57100,0,0,0,0,0,1,0,1
7172,Name647Source2,4/21/2020,2020,4,Q2,UAE,Name647,UAE,PRODUCT5737,BRANCH2,GB,BROKER22,No,B,Yes,No,No,No,Industry44,LOB2,No,Source2,P4,,,57200,0,0,0,0,0,1,0,1
7173,Name648Source3,4/22/2020,2020,4,Q2,SGP,Name648,SGP,PRODUCT5738,BRANCH3,SGP,BROKER23,No,B,No,No,Yes,No,Industry45,LOB3,No,Source3,P5,,,57300,800,1,1,0,0.013961606,1,0,1
7174,Name649Source1,4/23/2020,2020,4,Q2,MEX,Name649,MEX,PRODUCT5739,BRANCH1,USA,BROKER24,Yes,A,Yes,No,Yes,No,Industry46,LOB4,Yes,Source1,P6,,,57400,900,1,1,0,0.015679443,1,0,1
7175,Name650Source2,4/24/2020,2020,4,Q2,CAN,Name650,CAN,PRODUCT5740,BRANCH2,GB,BROKER25,No,B,Yes,No,Yes,No,Industry47,LOB5,No,Source2,P7,,,57500,1200,5,1,1,0.020869565,1,0,1
7176,Name651Source3,4/25/2020,2020,4,Q2,FRA,Name651,FRA,,BRANCH3,SGP,BROKER1,No,B,No,Yes,No,Yes,Industry48,LOB6,No,Source3,P1,L513,,57600,40000,10,1,1,0.694444444,1,0,1
7177,Name652Source1,4/26/2020,2020,4,Q2,USA,Name652,USA,PRODUCT5741,BRANCH1,USA,BROKER2,Yes,A,Yes,No,Yes,No,Industry49,LOB1,Yes,Source1,P2,,L514,57700,0,0,0,0,0,1,0,1
7178,Name653Source2,4/27/2020,2020,4,Q2,GB,Name653,GB,PRODUCT5742,BRANCH2,GB,BROKER3,No,B,Yes,No,Yes,No,Industry50,LOB2,No,Source2,P3,,,57800,0,0,0,0,0,1,0,1
7179,Name654Source3,4/28/2020,2020,4,Q2,CHN,Name654,CHN,PRODUCT5743,BRANCH3,SGP,BROKER4,No,B,No,No,Yes,No,Industry51,LOB3,No,Source3,P4,,,57900,0,0,0,0,0,1,0,1
7180,Name655Source1,4/29/2020,2020,4,Q2,IRE,Name655,IRE,PRODUCT5744,BRANCH1,USA,BROKER5,Yes,A,Yes,No,No,No,Industry52,LOB4,Yes,Source1,P5,,,58000,0,0,0,0,0,1,0,1
7181,Name656Source2,4/30/2020,2020,4,Q2,SPN,Name656,SPN,,BRANCH2,GB,BROKER6,No,B,Yes,Yes,Yes,No,Industry53,LOB5,No,Source2,P6,,,58100,0,0,0,0,0,1,0,1
7182,Name657Source3,1/1/2009,2009,1,Q1,ITA,Name657,ITA,PRODUCT5745,BRANCH3,SGP,BROKER7,No,B,No,No,Yes,Yes,Industry54,LOB6,No,Source3,P7,,,58200,0,0,0,0,0,1,0,1
7183,Name658Source1,1/2/2009,2009,1,Q1,GER,Name658,GER,PRODUCT5746,BRANCH1,USA,BROKER8,Yes,A,Yes,No,Yes,No,Industry55,LOB1,Yes,Source1,P1,L514,,58300,0,0,0,0,0,1,0,1
7184,Name659Source2,1/3/2009,2009,1,Q1,AUS,Name659,AUS,PRODUCT5747,BRANCH2,GB,BROKER9,No,B,Yes,No,No,No,Industry56,LOB2,No,Source2,P2,,L515,58400,0,0,0,0,0,1,0,1
7185,Name660Source3,1/4/2009,2009,1,Q1,UAE,Name660,UAE,PRODUCT5748,BRANCH3,SGP,BROKER10,No,B,No,No,Yes,No,Industry57,LOB3,No,Source3,P3,,,58500,0,0,0,0,0,1,0,1
7186,Name661Source1,1/5/2009,2009,1,Q1,SGP,Name661,SGP,,BRANCH1,USA,BROKER11,Yes,A,Yes,Yes,Yes,No,Industry58,LOB4,Yes,Source1,P4,,,58600,800,1,1,0,0.013651877,1,0,1
7187,Name662Source2,1/6/2009,2009,1,Q1,MEX,Name662,MEX,PRODUCT5749,BRANCH2,GB,BROKER12,No,B,Yes,No,Yes,No,Industry59,LOB5,No,Source2,P5,,,58700,900,1,1,0,0.015332198,1,0,1
7188,Name663Source3,1/7/2009,2009,1,Q1,CAN,Name663,CAN,PRODUCT5750,BRANCH3,SGP,BROKER13,No,B,No,No,No,Yes,Industry60,LOB6,No,Source3,P6,,,58800,1200,5,1,1,0.020408163,1,0,1
7189,Name664Source1,1/8/2009,2009,1,Q1,FRA,Name664,FRA,PRODUCT5751,BRANCH1,USA,BROKER14,Yes,A,Yes,No,Yes,No,Industry61,LOB1,Yes,Source1,P7,,,58900,40000,10,1,1,0.679117148,1,0,1
7190,Name665Source2,1/9/2009,2009,1,Q1,USA,Name665,USA,PRODUCT5752,BRANCH2,GB,BROKER15,No,B,Yes,No,Yes,No,Industry62,LOB2,No,Source2,P1,L514,,59000,0,0,0,0,0,1,0,1
7191,Name666Source3,1/10/2009,2009,1,Q1,GB,Name666,GB,,BRANCH3,SGP,BROKER16,No,B,No,Yes,Yes,No,Industry63,LOB3,No,Source3,P2,,L515,59100,0,0,0,0,0,1,0,1
7192,Name667Source1,1/11/2009,2009,1,Q1,CHN,Name667,CHN,PRODUCT5753,BRANCH1,USA,BROKER17,Yes,A,Yes,No,No,No,Industry64,LOB4,Yes,Source1,P3,,,59200,0,0,0,0,0,1,0,1
7193,Name668Source2,1/12/2009,2009,1,Q1,IRE,Name668,IRE,PRODUCT5754,BRANCH2,GB,BROKER18,No,B,Yes,No,Yes,No,Industry65,LOB5,No,Source2,P4,,,59300,0,0,0,0,0,1,0,1
7194,Name669Source3,1/13/2009,2009,1,Q1,SPN,Name669,SPN,PRODUCT5755,BRANCH3,SGP,BROKER19,No,B,No,No,Yes,Yes,Industry66,LOB6,No,Source3,P5,,,59400,0,0,0,0,0,1,0,1
7195,Name670Source1,1/14/2009,2009,1,Q1,ITA,Name670,ITA,PRODUCT5756,BRANCH1,USA,BROKER20,Yes,A,Yes,No,Yes,No,Industry67,LOB1,Yes,Source1,P6,,,59500,0,0,0,0,0,1,0,1
7196,Name671Source2,1/15/2009,2009,1,Q1,GER,Name671,GER,,BRANCH2,GB,BROKER21,No,B,Yes,Yes,No,No,Industry68,LOB2,No,Source2,P7,,,59600,0,0,0,0,0,1,0,1
7197,Name672Source3,1/16/2009,2009,1,Q1,AUS,Name672,AUS,PRODUCT5757,BRANCH3,SGP,BROKER22,No,B,No,No,Yes,No,Industry69,LOB3,No,Source3,P1,L515,,59700,0,0,0,0,0,1,0,1
7198,Name673Source1,1/17/2009,2009,1,Q1,UAE,Name673,UAE,PRODUCT5758,BRANCH1,USA,BROKER23,Yes,A,Yes,No,Yes,No,Industry70,LOB4,Yes,Source1,P2,,L516,59800,0,0,0,0,0,1,0,1
7199,Name674Source2,1/18/2009,2009,1,Q1,SGP,Name674,SGP,PRODUCT5759,BRANCH2,GB,BROKER24,No,B,Yes,No,Yes,No,Industry71,LOB5,No,Source2,P3,,,59900,800,1,1,0,0.013355593,1,0,1
7200,Name675Source3,1/19/2009,2009,1,Q1,MEX,Name675,MEX,PRODUCT5760,BRANCH3,SGP,BROKER25,No,B,No,No,No,Yes,Industry72,LOB6,No,Source3,P4,,,60000,900,1,1,0,0.015,1,0,1
7201,Name676Source1,1/20/2009,2009,1,Q1,CAN,Name676,CAN,,BRANCH1,USA,BROKER1,Yes,A,Yes,Yes,Yes,No,Industry73,LOB1,Yes,Source1,P5,,,100,1200,5,1,1,12,1,0,1
7202,Name677Source2,1/21/2009,2009,1,Q1,FRA,Name677,FRA,PRODUCT5761,BRANCH2,GB,BROKER2,No,B,Yes,No,Yes,No,Industry74,LOB2,No,Source2,P6,,,200,40000,10,1,1,200,1,0,1
7203,Name678Source3,1/22/2009,2009,1,Q1,USA,Name678,USA,PRODUCT5762,BRANCH3,SGP,BROKER3,No,B,No,No,Yes,No,Industry75,LOB3,No,Source3,P7,,,300,0,0,0,0,0,1,0,1
7204,Name679Source1,1/23/2009,2009,1,Q1,GB,Name679,GB,PRODUCT5763,BRANCH1,USA,BROKER4,Yes,A,Yes,No,No,No,Industry76,LOB4,Yes,Source1,P1,L515,,400,0,0,0,0,0,1,0,1
7205,Name680Source2,1/24/2009,2009,1,Q1,CHN,Name680,CHN,PRODUCT5764,BRANCH2,GB,BROKER5,No,B,Yes,No,Yes,No,Industry77,LOB5,No,Source2,P2,,L516,500,0,0,0,0,0,1,0,1
7206,Name681Source3,1/25/2009,2009,1,Q1,IRE,Name681,IRE,,BRANCH3,SGP,BROKER6,No,B,No,Yes,Yes,Yes,Industry78,LOB6,No,Source3,P3,,,600,0,0,0,0,0,1,0,1
7207,Name682Source1,1/26/2009,2009,1,Q1,SPN,Name682,SPN,PRODUCT5765,BRANCH1,USA,BROKER7,Yes,A,Yes,No,Yes,No,Industry79,LOB1,Yes,Source1,P4,,,700,0,0,0,0,0,1,0,1
7208,Name683Source2,1/27/2009,2009,1,Q1,ITA,Name683,ITA,PRODUCT5766,BRANCH2,GB,BROKER8,No,B,Yes,No,No,No,Industry80,LOB2,No,Source2,P5,,,800,0,0,0,0,0,1,0,1
7209,Name684Source3,1/28/2009,2009,1,Q1,GER,Name684,GER,PRODUCT5767,BRANCH3,SGP,BROKER9,No,B,No,No,Yes,No,Industry81,LOB3,No,Source3,P6,,,900,0,0,0,0,0,1,0,1
7210,Name685Source1,1/29/2009,2009,1,Q1,AUS,Name685,AUS,PRODUCT5768,BRANCH1,USA,BROKER10,Yes,A,Yes,No,Yes,No,Industry82,LOB4,Yes,Source1,P7,,,1000,0,0,0,0,0,1,0,1
7211,Name686Source2,1/30/2009,2009,1,Q1,UAE,Name686,UAE,,BRANCH2,GB,BROKER11,No,B,Yes,Yes,Yes,No,Industry83,LOB5,No,Source2,P1,L516,,1100,0,0,0,0,0,1,0,1
7212,Name687Source3,1/31/2009,2009,1,Q1,SGP,Name687,SGP,PRODUCT5769,BRANCH3,SGP,BROKER12,No,B,No,No,No,Yes,Industry84,LOB6,No,Source3,P2,,L517,1200,800,1,1,0,0.666666667,1,0,1
7213,Name688Source1,2/1/2009,2009,2,Q1,MEX,Name688,MEX,PRODUCT5770,BRANCH1,USA,BROKER13,Yes,A,Yes,No,Yes,No,Industry85,LOB1,Yes,Source1,P3,,,1300,900,1,1,0,0.692307692,1,0,1
7214,Name689Source2,2/2/2009,2009,2,Q1,CAN,Name689,CAN,PRODUCT5771,BRANCH2,GB,BROKER14,No,B,Yes,No,Yes,No,Industry86,LOB2,No,Source2,P4,,,1400,1200,5,1,1,0.857142857,1,0,1
7215,Name690Source3,2/3/2009,2009,2,Q1,FRA,Name690,FRA,PRODUCT5772,BRANCH3,SGP,BROKER15,No,B,No,No,Yes,No,Industry87,LOB3,No,Source3,P5,,,1500,40000,10,1,1,26.66666667,1,0,1
7216,Name691Source1,2/4/2009,2009,2,Q1,USA,Name691,USA,,BRANCH1,USA,BROKER16,Yes,A,Yes,Yes,No,No,Industry88,LOB4,Yes,Source1,P6,,,1600,0,0,0,0,0,1,0,1
7217,Name692Source2,2/5/2009,2009,2,Q1,GB,Name692,GB,PRODUCT5773,BRANCH2,GB,BROKER17,No,B,Yes,No,Yes,No,Industry89,LOB5,No,Source2,P7,,,1700,0,0,0,0,0,1,0,1
7218,Name693Source3,2/6/2009,2009,2,Q1,CHN,Name693,CHN,PRODUCT5774,BRANCH3,SGP,BROKER18,No,B,No,No,Yes,Yes,Industry90,LOB6,No,Source3,P1,L516,,1800,0,0,0,0,0,1,0,1
7219,Name694Source1,2/7/2009,2009,2,Q1,IRE,Name694,IRE,PRODUCT5775,BRANCH1,USA,BROKER19,Yes,A,Yes,No,Yes,No,Industry91,LOB1,Yes,Source1,P2,,L517,1900,0,0,0,0,0,1,0,1
7220,Name695Source2,2/8/2009,2009,2,Q1,SPN,Name695,SPN,PRODUCT5776,BRANCH2,GB,BROKER20,No,B,Yes,No,No,No,Industry92,LOB2,No,Source2,P3,,,2000,0,0,0,0,0,1,0,1
7221,Name696Source3,2/9/2009,2009,2,Q1,ITA,Name696,ITA,,BRANCH3,SGP,BROKER21,No,B,No,Yes,Yes,No,Industry93,LOB3,No,Source3,P4,,,2100,0,0,0,0,0,1,0,1
7222,Name697Source1,2/10/2009,2009,2,Q1,GER,Name697,GER,PRODUCT5777,BRANCH1,USA,BROKER22,Yes,A,Yes,No,Yes,No,Industry94,LOB4,Yes,Source1,P5,,,2200,0,0,0,0,0,1,0,1
7223,Name698Source2,2/11/2009,2009,2,Q1,AUS,Name698,AUS,PRODUCT5778,BRANCH2,GB,BROKER23,No,B,Yes,No,Yes,No,Industry95,LOB5,No,Source2,P6,,,2300,0,0,0,0,0,1,0,1
7224,Name699Source3,2/12/2009,2009,2,Q1,UAE,Name699,UAE,PRODUCT5779,BRANCH3,SGP,BROKER24,No,B,No,No,No,Yes,Industry96,LOB6,No,Source3,P7,,,2400,0,0,0,0,0,1,0,1
7225,Name700Source1,2/13/2009,2009,2,Q1,SGP,Name700,SGP,PRODUCT5780,BRANCH1,USA,BROKER25,Yes,A,Yes,No,Yes,No,Industry97,LOB1,Yes,Source1,P1,L517,,2500,800,1,1,0,0.32,1,0,1
7226,Name701Source2,2/14/2009,2009,2,Q1,MEX,Name701,MEX,,BRANCH2,GB,BROKER1,No,B,Yes,Yes,Yes,No,Industry98,LOB2,No,Source2,P2,,L518,2600,900,1,1,0,0.346153846,1,0,1
7227,Name702Source3,2/15/2009,2009,2,Q1,CAN,Name702,CAN,PRODUCT5781,BRANCH3,SGP,BROKER2,No,B,No,No,Yes,No,Industry99,LOB3,No,Source3,P3,,,2700,1200,5,1,1,0.444444444,1,0,1
7228,Name703Source1,2/16/2009,2009,2,Q1,FRA,Name703,FRA,PRODUCT5782,BRANCH1,USA,BROKER3,Yes,A,Yes,No,No,No,Industry100,LOB4,Yes,Source1,P4,,,2800,40000,10,1,1,14.28571429,1,0,1
7229,Name704Source2,2/17/2009,2009,2,Q1,USA,Name704,USA,PRODUCT5783,BRANCH2,GB,BROKER4,No,B,Yes,No,Yes,No,Industry101,LOB5,No,Source2,P5,,,2900,0,0,0,0,0,1,0,1
7230,Name705Source3,2/18/2009,2009,2,Q1,GB,Name705,GB,PRODUCT5784,BRANCH3,SGP,BROKER5,No,B,No,No,Yes,Yes,Industry102,LOB6,No,Source3,P6,,,3000,0,0,0,0,0,1,0,1
7231,Name706Source1,2/19/2009,2009,2,Q1,CHN,Name706,CHN,,BRANCH1,USA,BROKER6,Yes,A,Yes,Yes,Yes,No,Industry103,LOB1,Yes,Source1,P7,,,3100,0,0,0,0,0,1,0,1
7232,Name707Source2,2/20/2009,2009,2,Q1,IRE,Name707,IRE,PRODUCT5785,BRANCH2,GB,BROKER7,No,B,Yes,No,No,No,Industry104,LOB2,No,Source2,P1,L517,,3200,0,0,0,0,0,1,0,1
7233,Name708Source3,2/21/2009,2009,2,Q1,SPN,Name708,SPN,PRODUCT5786,BRANCH3,SGP,BROKER8,No,B,No,No,Yes,No,Industry105,LOB3,No,Source3,P2,,L518,3300,0,0,0,0,0,1,0,1
7234,Name709Source1,2/22/2009,2009,2,Q1,ITA,Name709,ITA,PRODUCT5787,BRANCH1,USA,BROKER9,Yes,A,Yes,No,Yes,No,Industry106,LOB4,Yes,Source1,P3,,,3400,0,0,0,0,0,1,0,1
7235,Name710Source2,2/23/2009,2009,2,Q1,GER,Name710,GER,PRODUCT5788,BRANCH2,GB,BROKER10,No,B,Yes,No,Yes,No,Industry107,LOB5,No,Source2,P4,,,3500,0,0,0,0,0,1,0,1
7236,Name711Source3,2/24/2009,2009,2,Q1,AUS,Name711,AUS,,BRANCH3,SGP,BROKER11,No,B,No,Yes,No,Yes,Industry108,LOB6,No,Source3,P5,,,3600,0,0,0,0,0,1,0,1
7237,Name712Source1,2/25/2009,2009,2,Q1,UAE,Name712,UAE,PRODUCT5789,BRANCH1,USA,BROKER12,Yes,A,Yes,No,Yes,No,Industry109,LOB1,Yes,Source1,P6,,,3700,0,0,0,0,0,1,0,1
7238,Name713Source2,2/26/2009,2009,2,Q1,SGP,Name713,SGP,PRODUCT5790,BRANCH2,GB,BROKER13,No,B,Yes,No,Yes,No,Industry110,LOB2,No,Source2,P7,,,3800,800,1,1,0,0.210526316,1,0,1
7239,Name714Source3,2/27/2009,2009,2,Q1,MEX,Name714,MEX,PRODUCT5791,BRANCH3,SGP,BROKER14,No,B,No,No,Yes,No,Industry111,LOB3,No,Source3,P1,L518,,3900,900,1,1,0,0.230769231,1,0,1
7240,Name715Source1,2/28/2009,2009,2,Q1,CAN,Name715,CAN,PRODUCT5792,BRANCH1,USA,BROKER15,Yes,A,Yes,No,No,No,Industry112,LOB4,Yes,Source1,P2,,L519,4000,1200,5,1,1,0.3,0,0,1
7241,Name716Source2,3/1/2009,2009,3,Q1,FRA,Name716,FRA,,BRANCH2,GB,BROKER16,No,B,Yes,Yes,Yes,No,Industry113,LOB5,No,Source2,P3,,,4100,40000,10,1,1,9.756097561,0,0,1
7242,Name717Source3,3/2/2009,2009,3,Q1,USA,Name717,USA,PRODUCT5793,BRANCH3,SGP,BROKER17,No,B,No,No,Yes,Yes,Industry114,LOB6,No,Source3,P4,,,4200,0,0,0,0,0,0,0,1
7243,Name718Source1,3/3/2009,2009,3,Q1,GB,Name718,GB,PRODUCT5794,BRANCH1,USA,BROKER18,Yes,A,Yes,No,Yes,No,Industry115,LOB1,Yes,Source1,P5,,,4300,0,0,0,0,0,0,0,1
7244,Name719Source2,3/4/2009,2009,3,Q1,CHN,Name719,CHN,PRODUCT5795,BRANCH2,GB,BROKER19,No,B,Yes,No,No,No,Industry116,LOB2,No,Source2,P6,,,4400,0,0,0,0,0,0,0,1
7245,Name720Source3,3/5/2009,2009,3,Q1,IRE,Name720,IRE,PRODUCT5796,BRANCH3,SGP,BROKER20,No,B,No,No,Yes,No,Industry117,LOB3,No,Source3,P7,,,4500,0,0,0,0,0,0,0,1
7246,Name721Source1,3/6/2009,2009,3,Q1,SPN,Name721,SPN,,BRANCH1,USA,BROKER21,Yes,A,Yes,Yes,Yes,No,Industry118,LOB4,Yes,Source1,P1,L518,,4600,0,0,0,0,0,0,0,1
7247,Name722Source2,3/7/2009,2009,3,Q1,ITA,Name722,ITA,PRODUCT5797,BRANCH2,GB,BROKER22,No,B,Yes,No,Yes,No,Industry119,LOB5,No,Source2,P2,,L519,4700,0,0,0,0,0,0,0,1
7248,Name723Source3,3/8/2009,2009,3,Q1,GER,Name723,GER,PRODUCT5798,BRANCH3,SGP,BROKER23,No,B,No,No,No,Yes,Industry120,LOB6,No,Source3,P3,,,4800,0,0,0,0,0,0,0,1
7249,Name724Source1,3/9/2009,2009,3,Q1,AUS,Name724,AUS,PRODUCT5799,BRANCH1,USA,BROKER24,Yes,A,Yes,No,Yes,No,Industry121,LOB1,Yes,Source1,P4,,,4900,0,0,0,0,0,0,0,1
7250,Name725Source2,3/10/2009,2009,3,Q1,UAE,Name725,UAE,PRODUCT5800,BRANCH2,GB,BROKER25,No,B,Yes,No,Yes,No,Industry122,LOB2,No,Source2,P5,,,5000,0,0,0,0,0,0,0,1
7251,Name726Source3,3/11/2009,2009,3,Q1,SGP,Name726,SGP,,BRANCH3,SGP,BROKER1,No,B,No,Yes,Yes,No,Industry123,LOB3,No,Source3,P6,,,5100,800,1,1,0,0.156862745,0,0,1
7252,Name727Source1,3/12/2009,2009,3,Q1,MEX,Name727,MEX,PRODUCT5801,BRANCH1,USA,BROKER2,Yes,A,Yes,No,No,No,Industry124,LOB4,Yes,Source1,P7,,,5200,900,1,1,0,0.173076923,0,0,1
7253,Name728Source2,3/13/2009,2009,3,Q1,CAN,Name728,CAN,PRODUCT5802,BRANCH2,GB,BROKER3,No,B,Yes,No,Yes,No,Industry125,LOB5,No,Source2,P1,L519,,5300,1200,5,1,1,0.226415094,0,0,1
7254,Name729Source3,3/14/2009,2009,3,Q1,FRA,Name729,FRA,PRODUCT5803,BRANCH3,SGP,BROKER4,No,B,No,No,Yes,Yes,Industry126,LOB6,No,Source3,P2,,L520,5400,40000,10,1,1,7.407407407,0,0,1
7255,Name730Source1,3/15/2009,2009,3,Q1,USA,Name730,USA,PRODUCT5804,BRANCH1,USA,BROKER5,Yes,A,Yes,No,Yes,No,Industry1,LOB1,Yes,Source1,P3,,,5500,0,0,0,0,0,0,0,1
7256,Name731Source2,3/16/2009,2009,3,Q1,GB,Name731,GB,,BRANCH2,GB,BROKER6,No,B,Yes,Yes,No,No,Industry2,LOB2,No,Source2,P4,,,5600,0,0,0,0,0,0,0,1
7257,Name732Source3,3/17/2009,2009,3,Q1,CHN,Name732,CHN,PRODUCT5805,BRANCH3,SGP,BROKER7,No,B,No,No,Yes,No,Industry1,LOB3,No,Source3,P5,,,5700,0,0,0,0,0,0,0,1
7258,Name733Source1,3/18/2009,2009,3,Q1,IRE,Name733,IRE,PRODUCT5806,BRANCH1,USA,BROKER8,Yes,A,Yes,No,Yes,No,Industry2,LOB4,Yes,Source1,P6,,,5800,0,0,0,0,0,0,0,1
7259,Name734Source2,3/19/2009,2009,3,Q1,SPN,Name734,SPN,PRODUCT5807,BRANCH2,GB,BROKER9,No,B,Yes,No,Yes,No,Industry3,LOB5,No,Source2,P7,,,5900,0,0,0,0,0,0,0,1
7260,Name735Source3,3/20/2009,2009,3,Q1,ITA,Name735,ITA,PRODUCT5808,BRANCH3,SGP,BROKER10,No,B,No,No,No,Yes,Industry4,LOB6,No,Source3,P1,L519,,6000,0,0,0,0,0,0,0,1
7261,Name736Source1,3/21/2009,2009,3,Q1,GER,Name736,GER,,BRANCH1,USA,BROKER11,Yes,A,Yes,Yes,Yes,No,Industry5,LOB1,Yes,Source1,P2,,L520,6100,0,0,0,0,0,0,0,1
7262,Name737Source2,3/22/2009,2009,3,Q1,AUS,Name737,AUS,PRODUCT5809,BRANCH2,GB,BROKER12,No,B,Yes,No,Yes,No,Industry6,LOB2,No,Source2,P3,,,6200,0,0,0,0,0,0,0,1
7263,Name738Source3,3/23/2009,2009,3,Q1,UAE,Name738,UAE,PRODUCT5810,BRANCH3,SGP,BROKER13,No,B,No,No,Yes,No,Industry7,LOB3,No,Source3,P4,,,6300,0,0,0,0,0,0,0,1
7264,Name739Source1,3/24/2009,2009,3,Q1,SGP,Name739,SGP,PRODUCT5811,BRANCH1,USA,BROKER14,Yes,A,Yes,No,No,No,Industry8,LOB4,Yes,Source1,P5,,,6400,800,1,1,0,0.125,0,0,1
7265,Name740Source2,3/25/2009,2009,3,Q1,MEX,Name740,MEX,PRODUCT5812,BRANCH2,GB,BROKER15,No,B,Yes,No,Yes,No,Industry9,LOB5,No,Source2,P6,,,6500,900,1,1,0,0.138461538,0,0,1
7266,Name741Source3,3/26/2009,2009,3,Q1,CAN,Name741,CAN,,BRANCH3,SGP,BROKER16,No,B,No,Yes,Yes,Yes,Industry10,LOB6,No,Source3,P7,,,6600,1200,5,1,1,0.181818182,0,0,1
7267,Name742Source1,3/27/2009,2009,3,Q1,FRA,Name742,FRA,PRODUCT5813,BRANCH1,USA,BROKER17,Yes,A,Yes,No,Yes,No,Industry11,LOB1,Yes,Source1,P1,L520,,6700,40000,10,1,1,5.970149254,0,0,1
7268,Name743Source2,3/28/2009,2009,3,Q1,USA,Name743,USA,PRODUCT5814,BRANCH2,GB,BROKER18,No,B,Yes,No,No,No,Industry12,LOB2,No,Source2,P2,,L521,6800,0,0,0,0,0,0,0,1
7269,Name744Source3,3/29/2009,2009,3,Q1,GB,Name744,GB,PRODUCT5815,BRANCH3,SGP,BROKER19,No,B,No,No,Yes,No,Industry13,LOB3,No,Source3,P3,,,6900,0,0,0,0,0,0,0,1
7270,Name745Source1,3/30/2009,2009,3,Q1,CHN,Name745,CHN,PRODUCT5816,BRANCH1,USA,BROKER20,Yes,A,Yes,No,Yes,No,Industry14,LOB4,Yes,Source1,P4,,,7000,0,0,0,0,0,0,0,1
7271,Name746Source2,3/31/2009,2009,3,Q1,IRE,Name746,IRE,,BRANCH2,GB,BROKER21,No,B,Yes,Yes,Yes,No,Industry15,LOB5,No,Source2,P5,,,7100,0,0,0,0,0,0,0,1
7272,Name747Source3,4/1/2009,2009,4,Q2,SPN,Name747,SPN,PRODUCT5817,BRANCH3,SGP,BROKER22,No,B,No,No,No,Yes,Industry16,LOB6,No,Source3,P6,,,7200,0,0,0,0,0,0,0,1
7273,Name748Source1,4/2/2009,2009,4,Q2,ITA,Name748,ITA,PRODUCT5818,BRANCH1,USA,BROKER23,Yes,A,Yes,No,Yes,No,Industry17,LOB1,Yes,Source1,P7,,,7300,0,0,0,0,0,0,0,1
